Instances,feature_Mean_StdDevDist,feature_Centroid_X,feature_Centroid_Y,feature_Radius,feature_FracDistinctDists_1Digit,feature_FracDistinctDists_2Digits,feature_FracDistinctDists_3Digits,feature_FracDistinctDists_4Digits,feature_RectangularArea,feature_VarNormalised_nNNds,feature_CoeffvarNormalised_nNNds,feature_NumClusters,feature_CitiesModClusters,feature_VarCitiesPerCluster,feature_NumOutliers,feature_RatioNodesNearEdgesPlane,feature_MeanRadiusEachCluster,algo_CLK_Mean_Effort,algo_LKCC_Mean_Effort,Sources
CLKeasy_137,95.41229531,203.58,207.23,156.8257299,0.0019,0.0133,0.0801,0.2863,154445,0.000346096,39.0942496,1,0,0,1,0.74,156.0540769,8538.11,388.202,Easy_CLK
CLKeasy_138,94.89957004,198.7,210.11,153.7058792,0.0018,0.0136,0.0826,0.2869,154830,0.000366926,41.83216862,1,0,0,9,0.63,147.4065814,8905.27,749.525,Easy_CLK
CLKeasy_139,94.84138798,195.9,202.07,155.1773509,0.0017,0.0132,0.0802,0.286,150126,0.000287409,36.14457237,1,0,0,2,0.65,153.7007663,6128.77,992.253,Easy_CLK
CLKeasy_140,96.96794393,200.01,206.07,158.4624521,0.0017,0.0135,0.0822,0.2913,155630,0.000365236,44.16249212,2,0,840.5,1,0.74,119.2443708,8788.84,916.525,Easy_CLK
CLKeasy_141,98.47489563,194.83,193.72,161.6066047,0.0017,0.0132,0.0828,0.2912,156420,0.00024388,34.0911456,1,0,0,6,0.72,156.7877159,8599.51,1293.45,Easy_CLK
CLKeasy_142,90.43463842,185.99,195.09,147.5404158,0.0015,0.0124,0.0815,0.2854,154842,0.000273466,33.34950599,1,0,0,6,0.56,142.1073625,8133.92,513.626,Easy_CLK
CLKeasy_143,95.24674076,214.68,206.58,155.2746853,0.0018,0.0133,0.0847,0.2879,154445,0.000253266,36.05731042,1,0,0,0,0.58,155.2746853,7476.53,708.414,Easy_CLK
CLKeasy_144,92.49865361,187.61,202.47,150.3079728,0.0015,0.0131,0.0824,0.2859,149765,0.000136652,25.07599677,1,0,0,0,0.72,150.3079728,6121.81,1290.84,Easy_CLK
CLKeasy_145,93.94631214,186.76,208.34,152.4244262,0.0015,0.0133,0.0845,0.2883,153270,0.00023483,34.71175079,1,0,0,0,0.71,152.4244262,7078.24,989.273,Easy_CLK
CLKeasy_146,93.29338856,189.4,190.87,151.5371931,0.0018,0.0132,0.0819,0.2872,152470,0.000401901,43.24397368,1,0,0,13,0.56,140.6969119,9118.56,1001.9,Easy_CLK
CLKeasy_147,91.78306743,218.01,201.58,146.8210454,0.0015,0.0129,0.0828,0.2878,152490,0.000339939,38.11469601,1,0,0,1,0.67,145.9951289,8163.61,563.172,Easy_CLK
CLKeasy_148,97.76447716,196.98,178.98,159.8401107,0.0018,0.0137,0.0813,0.2911,154054,0.000364625,43.20054294,1,0,0,2,0.66,158.9353557,6977.87,294.778,Easy_CLK
CLKeasy_149,89.06196515,193.26,197.48,145.8016863,0.002,0.0133,0.0838,0.2801,151321,0.000406187,44.16037243,1,0,0,2,0.63,144.6257145,8128.24,1120.77,Easy_CLK
CLKeasy_150,96.35936134,210.24,209.69,156.1756281,0.0016,0.0133,0.0823,0.2897,153242,0.000302834,39.50037014,1,0,0,0,0.69,156.1756281,7620.16,1327.6,Easy_CLK
CLKeasy_151,90.82292665,196.44,195.95,149.7702288,0.0017,0.0131,0.0822,0.2867,154056,0.000430496,42.33289837,1,0,0,1,0.67,148.8804752,8203.39,1994.87,Easy_CLK
CLKeasy_152,98.14298011,207.22,195.14,160.7751777,0.0017,0.013,0.0824,0.2909,154440,0.000257335,34.31503407,1,0,0,2,0.71,163.8053752,6783.02,439.485,Easy_CLK
CLKeasy_153,99.32045672,211.95,196.09,163.0724375,0.0018,0.0132,0.0823,0.2933,152064,0.000312136,39.19975042,1,0,0,0,0.75,163.0724375,7057.38,1099.05,Easy_CLK
CLKeasy_154,92.4181071,193.1,176.11,149.2895117,0.0018,0.0135,0.0847,0.2854,151710,0.000354597,41.536528,1,0,0,8,0.49,143.2860115,6473.12,402.323,Easy_CLK
CLKeasy_155,95.60254985,191.25,192.01,156.4490622,0.0018,0.0134,0.081,0.2919,155235,0.00030386,39.55030625,1,0,0,0,0.77,156.4490622,8923.35,687.848,Easy_CLK
CLKeasy_156,93.30147413,188.88,210.1,151.4171863,0.0017,0.0135,0.0843,0.2894,152099,0.000280764,37.48642128,1,0,0,6,0.59,150.1347062,7546.87,996.293,Easy_CLK
CLKeasy_157,97.8485891,212.06,177.58,158.1304324,0.0018,0.0132,0.0828,0.2899,153655,0.000341586,38.99190676,1,0,0,4,0.65,153.9098075,6607.78,1211.07,Easy_CLK
CLKeasy_158,91.02374906,217.39,207.88,147.9223629,0.0018,0.0136,0.083,0.2845,151654,0.000332597,41.77064494,1,0,0,5,0.62,145.1783007,7457.9,2014.78,Easy_CLK
CLKeasy_159,86.49190296,200.14,187.79,140.1749699,0.0016,0.013,0.0808,0.2804,150920,0.000349367,39.98355127,1,0,0,6,0.52,135.2597545,7640.11,914.869,Easy_CLK
CLKeasy_160,96.8401856,219.26,229.78,156.9163943,0.0018,0.0132,0.0833,0.2977,156815,0.000368201,41.75812196,1,0,0,0,0.68,156.9163943,9264.89,575.242,Easy_CLK
CLKeasy_161,95.70195937,195.74,185.68,154.8546324,0.0018,0.0134,0.0836,0.2908,158004,0.000296388,38.26804008,2,0,2380.5,1,0.69,100.9325801,6851.81,314.404,Easy_CLK
CLKeasy_162,98.30633767,205.78,209.13,159.1316181,0.0019,0.0133,0.0823,0.2904,154424,0.000346775,41.71424431,1,0,0,0,0.62,159.1316181,8300.84,766.737,Easy_CLK
CLKeasy_163,94.44053636,199.87,204.19,153.0973199,0.0018,0.0138,0.0834,0.2871,157605,0.000311469,42.93507139,2,0,2738,0,0.74,98.85071722,9200.1,529.485,Easy_CLK
CLKeasy_164,97.22387575,198.46,197.48,158.8993672,0.0016,0.0133,0.0805,0.2908,157608,0.00029038,37.45577778,1,0,0,0,0.7,158.8993672,8099.24,1163,Easy_CLK
CLKeasy_165,95.58788219,221.37,183.44,155.8701202,0.0018,0.0134,0.0818,0.2904,154830,0.000310742,41.15403457,1,0,0,7,0.68,153.0809395,10144.8,1115.84,Easy_CLK
CLKeasy_166,92.0427163,195.37,211.3,149.5554994,0.0017,0.0133,0.0817,0.2873,152488,0.000333035,41.82638743,1,0,0,8,0.66,141.5667079,9578.64,1095.24,Easy_CLK
CLKeasy_167,92.9253,178.55,187,149.6980726,0.0019,0.0139,0.0851,0.288,152484,0.000429795,47.02421474,2,0,180.5,7,0.64,108.7677227,8659.73,1203.93,Easy_CLK
CLKeasy_168,94.74779862,191.56,196.01,155.9887844,0.0017,0.0131,0.0832,0.288,156815,0.000352557,38.93272009,1,0,0,5,0.69,152.4412515,7217.96,1023.39,Easy_CLK
CLKeasy_169,94.49398026,192.15,200,154.2140345,0.0016,0.0134,0.0832,0.2902,154036,0.00024433,33.14672653,1,0,0,0,0.73,154.2140345,7176.19,1394.8,Easy_CLK
CLKeasy_170,99.55243821,201.8,198.61,163.479728,0.0018,0.0135,0.0816,0.2948,153628,0.000226131,33.67664922,1,0,0,0,0.82,163.479728,8298,1393.17,Easy_CLK
CLKeasy_171,92.75388743,197.57,206.27,151.9410389,0.0016,0.0129,0.0826,0.2904,154433,0.000275097,34.09079069,1,0,0,8,0.67,144.2609964,7490.49,1278.84,Easy_CLK
CLKeasy_172,94.16273858,187.67,203.83,155.494724,0.0018,0.0129,0.0804,0.2868,154445,0.000298424,36.99083247,1,0,0,0,0.74,155.494724,6573.64,538.313,Easy_CLK
CLKeasy_173,92.57208095,200.45,181.78,150.2369434,0.0018,0.0133,0.0828,0.2863,147768,0.000335459,40.75421626,1,0,0,0,0.63,150.2369434,7607.53,774.323,Easy_CLK
CLKeasy_174,96.1146068,188.05,208.95,156.2920138,0.0015,0.0132,0.0818,0.2885,155236,0.000300293,37.27774489,1,0,0,1,0.74,156.1612044,9809.74,424.99,Easy_CLK
CLKeasy_175,84.99865553,191.15,218.99,137.1754337,0.0017,0.0128,0.0822,0.278,152099,0.000391102,38.99612236,1,0,0,9,0.43,128.4322241,7055.72,375.667,Easy_CLK
CLKeasy_176,92.33397572,201.99,184.71,149.8640145,0.0017,0.0132,0.0825,0.2846,153615,0.000254913,35.63127907,1,0,0,0,0.62,149.8640145,7566.06,216.596,Easy_CLK
CLKeasy_177,87.31261057,192.48,198.88,138.6588175,0.0017,0.0131,0.0864,0.285,146664,0.000376646,41.51542049,1,0,0,14,0.47,129.4125107,6652.66,906.495,Easy_CLK
CLKeasy_178,93.68603408,198.5,203.53,154.5283016,0.0016,0.0125,0.0802,0.2857,152490,0.000260355,32.05453724,1,0,0,0,0.73,154.5283016,8529.74,456.687,Easy_CLK
CLKeasy_179,96.62453847,211.78,198.54,158.3858266,0.0017,0.0133,0.082,0.2893,157608,0.000317957,38.66122273,1,0,0,0,0.75,158.3858266,6715.03,866.737,Easy_CLK
CLKeasy_180,96.28557734,194.67,207.62,158.8551216,0.0015,0.0128,0.0809,0.2858,154822,0.000271816,32.39200721,1,0,0,0,0.72,158.8551216,6442.8,696.364,Easy_CLK
CLKeasy_181,99.5042145,178.29,184.4,162.802494,0.0018,0.0134,0.082,0.2956,152488,0.0004708,47.07646377,1,0,0,13,0.59,152.2320186,8127.51,417.354,Easy_CLK
CLKeasy_182,96.52498045,198.85,213.03,158.9117442,0.0018,0.0136,0.0827,0.288,151320,0.000324339,44.04051941,2,0,242,6,0.65,108.176,6698.82,316.232,Easy_CLK
CLKeasy_183,94.90390739,201.13,177.63,154.0948581,0.0017,0.0137,0.0819,0.2912,155624,0.000271877,37.90461665,1,0,0,3,0.62,153.7255374,8104.37,614.434,Easy_CLK
CLKeasy_184,90.00785871,194.34,201.08,147.3612901,0.0016,0.0129,0.0838,0.2832,152064,0.000315956,37.24704322,1,0,0,3,0.64,146.0460962,7361.33,3297.2,Easy_CLK
CLKeasy_185,97.56782613,185.73,194.94,157.4727348,0.0017,0.0133,0.0829,0.2925,157605,0.000268138,35.37075653,2,0,2312,0,0.72,104.7024085,8307.29,541.424,Easy_CLK
CLKeasy_186,96.9181272,196.44,200.25,158.2635019,0.0017,0.0134,0.0831,0.2922,154840,0.00025351,35.96136148,1,0,0,2,0.81,158.2716107,6644.09,354.354,Easy_CLK
CLKeasy_187,95.39908938,192.35,209.56,156.2269479,0.0018,0.0132,0.0827,0.2871,147431,0.000315917,37.41046126,1,0,0,0,0.69,156.2269479,6401.56,493.131,Easy_CLK
CLKeasy_188,96.82251912,184.45,195.05,157.2726255,0.0018,0.0134,0.0829,0.2921,154424,0.000335665,43.6118066,1,0,0,0,0.64,157.2726255,7195.47,646,Easy_CLK
CLKeasy_189,94.34373492,192.39,205.44,154.2130152,0.0017,0.013,0.0824,0.2848,154836,0.000303026,38.117169,1,0,0,0,0.78,154.2130152,7216.31,690.03,Easy_CLK
CLKeasy_190,91.77133488,201.03,198.47,148.202197,0.0016,0.0128,0.0844,0.288,151317,0.000217426,31.00319799,1,0,0,3,0.55,147.6541387,6430.23,1127.72,Easy_CLK
LKCCeasy_001,97.03567371,199.12,217.08,158.0460682,0.0021,0.0139,0.082,0.2921,157210,0.000434297,50.52858141,2,0,1058,8,0.58,113.1846994,21834.8,105.111,Easy_LKCC
LKCCeasy_002,97.59675301,192.36,197.81,159.9200241,0.0018,0.0137,0.0818,0.2887,156021,0.000497579,48.37268067,1,0,0,13,0.58,154.4347098,12553.1,100.909,Easy_LKCC
LKCCeasy_003,98.36209764,209.22,194.83,159.6445417,0.0019,0.0139,0.0822,0.2922,156815,0.000412773,49.82700391,3,1,102.3333333,8,0.58,82.89594929,14415.8,102.525,Easy_LKCC
LKCCeasy_004,98.27790469,208.13,197.65,159.9126555,0.0022,0.0143,0.0819,0.2876,154842,0.000392125,52.56365732,3,1,1108.333333,8,0.61,69.63290411,26214.6,107.879,Easy_LKCC
LKCCeasy_005,95.4179611,198.8,176.37,151.171745,0.0021,0.0145,0.0847,0.2934,154054,0.000719057,70.72948289,3,1,329.3333333,9,0.49,76.80670894,21922.7,110.192,Easy_LKCC
LKCCeasy_006,93.45584245,223.29,195.49,151.7918162,0.0021,0.0139,0.0826,0.2878,154830,0.000421816,53.58501033,2,0,312.5,11,0.53,118.8884544,39891.1,101.182,Easy_LKCC
LKCCeasy_007,100.1989484,199.93,212.65,164.5352368,0.0021,0.0141,0.0821,0.2908,154424,0.00045472,53.93805767,3,1,127,13,0.56,92.82718322,15526.2,104.323,Easy_LKCC
LKCCeasy_008,92.78734446,209.43,203.43,151.8698591,0.0022,0.0139,0.0834,0.2881,147838,0.000472029,53.06086684,2,0,2380.5,17,0.45,73.88543668,26459.3,100.091,Easy_LKCC
LKCCeasy_009,92.0105794,181.57,207.43,147.1973421,0.0019,0.0136,0.0821,0.2819,152448,0.000691866,65.37843898,2,0,8,2,0.63,105.5322457,22926.9,100,Easy_LKCC
LKCCeasy_010,101.3078284,206.15,202.45,164.5699,0.002,0.0139,0.0856,0.2924,153664,0.000494296,51.93325483,2,0,480.5,1,0.53,112.9014797,16278.7,180.111,Easy_LKCC
LKCCeasy_011,98.83346552,206.04,193.41,159.6813606,0.0021,0.0138,0.0839,0.2947,158802,0.00036343,47.30617093,1,0,0,0,0.63,159.6813606,17137.3,110.818,Easy_LKCC
LKCCeasy_012,95.76853028,194.48,183.16,156.8084154,0.002,0.0138,0.0833,0.2895,156414,0.000563635,55.91900387,1,0,0,5,0.54,154.6563701,15052.4,104.869,Easy_LKCC
LKCCeasy_013,95.20037643,187.87,210.56,154.0778282,0.0021,0.0139,0.0823,0.2868,154822,0.00041948,51.6249831,2,0,1922,22,0.41,77.25826492,18656.6,101.141,Easy_LKCC
LKCCeasy_014,92.40426879,196.86,204.38,150.5361184,0.0022,0.0141,0.083,0.2827,151638,0.00046047,55.10669822,3,1,609.3333333,17,0.5,71.15414168,27942,123.485,Easy_LKCC
LKCCeasy_015,94.74024534,198.74,210.89,153.2115051,0.0021,0.0138,0.0816,0.2881,156016,0.000511861,54.43645735,3,1,464.3333333,5,0.43,86.22694091,19936.8,100,Easy_LKCC
LKCCeasy_016,97.0328307,210.09,207.46,159.4263609,0.0021,0.0141,0.0814,0.2913,153655,0.000448565,53.71076013,2,0,312.5,17,0.48,103.870975,25919.7,103.152,Easy_LKCC
LKCCeasy_017,93.52182028,207.01,186.1,152.4287929,0.0022,0.0141,0.082,0.2843,158006,0.000479227,56.08834124,3,1,109,16,0.46,76.62072163,15340.5,100.626,Easy_LKCC
LKCCeasy_018,99.97603006,196.47,192.41,163.0958619,0.0022,0.0143,0.083,0.2946,150860,0.000509165,61.22585217,5,0,104.8,2,0.75,69.56886124,22945.6,103,Easy_LKCC
LKCCeasy_019,95.72549315,192.86,191.37,153.5061971,0.002,0.0138,0.0837,0.2901,154036,0.000568932,57.55967997,2,0,2592,4,0.62,95.18823083,21793.6,115.556,Easy_LKCC
LKCCeasy_020,93.93261596,190.79,189.2,149.8166084,0.002,0.014,0.0832,0.2859,147392,0.000507819,58.77131981,4,0,137.5833333,19,0.34,61.27200854,33827.1,105.495,Easy_LKCC
LKCCeasy_021,95.03032901,191.96,201.32,154.3582879,0.002,0.0136,0.0827,0.2932,152091,0.000440231,50.50936335,1,0,0,14,0.56,143.5901498,24158.3,124.131,Easy_LKCC
LKCCeasy_022,99.33421287,193.08,209.2,160.3688098,0.0019,0.0141,0.0841,0.2955,157605,0.000446241,56.89465615,4,0,336.3333333,14,0.46,60.33113642,24149.7,122.636,Easy_LKCC
LKCCeasy_023,103.3055075,192.55,194.25,168.8087912,0.0018,0.0137,0.0817,0.2906,152051,0.000380593,46.93859994,3,1,432.3333333,12,0.56,85.99812783,15013,102.162,Easy_LKCC
LKCCeasy_024,95.3810445,186.87,197.01,155.1372226,0.0018,0.0136,0.0819,0.2923,156021,0.000396804,46.170835,3,1,1281,7,0.73,77.61191055,11553.1,100.121,Easy_LKCC
LKCCeasy_025,100.2969809,184.73,219.97,164.0126466,0.0023,0.014,0.0833,0.2931,153260,0.000688506,66.10698545,2,0,2380.5,19,0.42,83.00541018,27336.4,103.859,Easy_LKCC
LKCCeasy_026,95.04303807,188.31,183.33,154.3990467,0.0019,0.0138,0.0837,0.2859,154445,0.000539308,58.57584658,3,1,380.3333333,3,0.6,87.4662534,21785,100.111,Easy_LKCC
LKCCeasy_027,96.61365257,197.93,200.55,157.2709546,0.0019,0.0138,0.0831,0.2896,154449,0.000431496,49.93487817,1,0,0,5,0.62,154.823138,17337.9,105.646,Easy_LKCC
LKCCeasy_028,98.56926969,174.65,213.9,160.6368745,0.0021,0.014,0.0831,0.2883,158004,0.000445727,53.17839666,1,0,0,1,0.57,159.6561064,14465,102.04,Easy_LKCC
LKCCeasy_029,103.5424037,206.32,231.56,165.6530945,0.0018,0.0138,0.0824,0.2941,157212,0.000425172,51.62522218,1,0,0,11,0.4,153.6489938,23365.3,145.465,Easy_LKCC
LKCCeasy_030,94.87138141,219.45,213.78,152.30286,0.0019,0.014,0.0833,0.2905,156414,0.000480576,56.04125429,2,0,968,2,0.45,115.4380821,19826.7,104.707,Easy_LKCC
LKCCeasy_031,95.21062971,187.9,213.68,152.9052424,0.0021,0.0142,0.0841,0.2896,156807,0.000541722,58.29243156,2,0,1152,14,0.46,96.602825,23235.4,101.182,Easy_LKCC
LKCCeasy_032,97.0863535,202.6,186.42,157.3534662,0.0018,0.0134,0.0818,0.2922,157609,0.000356237,45.07317839,1,0,0,11,0.51,150.0508044,12546.4,104.525,Easy_LKCC
LKCCeasy_033,94.3171638,189.31,209.62,153.267007,0.002,0.0138,0.0837,0.2879,156807,0.000366004,46.04371846,2,0,1458,14,0.54,93.94401414,15020.5,100.576,Easy_LKCC
LKCCeasy_034,91.54655544,192.32,200.45,149.2162526,0.0021,0.0134,0.082,0.284,145915,0.000484723,51.16938573,3,1,1087,7,0.56,75.33430006,15158.8,131.495,Easy_LKCC
LKCCeasy_035,96.79304103,213.73,195.52,157.588113,0.0021,0.0142,0.0824,0.291,154026,0.000425974,58.47862954,3,1,97,25,0.45,81.41367603,28858.2,103.949,Easy_LKCC
LKCCeasy_036,93.52645566,182.46,183.27,151.4514698,0.0019,0.0139,0.0832,0.2868,156815,0.000385411,49.24935774,1,0,0,1,0.6,150.6737011,26871.4,103,Easy_LKCC
LKCCeasy_037,99.4542009,212.03,198.73,162.4977057,0.002,0.014,0.0828,0.2919,148590,0.000633359,59.8054956,3,1,574.3333333,24,0.36,75.89176801,27684.2,107.576,Easy_LKCC
LKCCeasy_038,95.4813371,206.63,207.5,154.8979076,0.0021,0.0139,0.0838,0.2899,156420,0.000528698,55.61523632,3,1,139,4,0.6,92.89905788,18231.5,104,Easy_LKCC
LKCCeasy_039,98.90290373,204.35,223.97,160.23938,0.002,0.0138,0.0827,0.2929,157210,0.00034577,48.34711862,1,0,0,4,0.61,159.0824281,16842.4,102.515,Easy_LKCC
LKCCeasy_040,94.85152208,191.24,194.85,152.529667,0.002,0.014,0.0848,0.2856,152470,0.00051096,53.19478383,1,0,0,21,0.42,136.9039172,27541.4,102.495,Easy_LKCC
LKCCeasy_041,99.34557623,210.76,213.64,162.3819923,0.0023,0.0142,0.0828,0.2897,149720,0.000529191,54.49955689,1,0,0,11,0.68,154.0410821,22731.3,106.364,Easy_LKCC
LKCCeasy_042,93.96605618,200.63,214.71,154.3176514,0.0022,0.0142,0.0821,0.2843,154036,0.000637492,59.99711407,2,0,162,2,0.69,143.1873872,28938.2,105.96,Easy_LKCC
LKCCeasy_043,93.81108633,197.55,211.96,151.614043,0.0019,0.0135,0.0826,0.2912,153615,0.000313516,41.64535843,2,0,2520.5,1,0.53,101.6488894,25111.7,113.909,Easy_LKCC
LKCCeasy_044,100.1803135,215.74,212.54,162.5283374,0.0018,0.0138,0.0822,0.2944,156420,0.000346712,47.63042941,1,0,0,13,0.62,151.297895,22578.9,103.182,Easy_LKCC
LKCCeasy_045,91.27383361,203.22,196.96,148.1102426,0.002,0.0138,0.0835,0.2846,152881,0.000526273,53.10191091,1,0,0,21,0.4,136.7972445,17335.5,138.242,Easy_LKCC
LKCCeasy_046,96.75107535,187.79,187.79,158.8054792,0.0019,0.014,0.0829,0.2873,158802,0.000545781,55.36649841,1,0,0,16,0.64,145.1155756,19055.4,100.828,Easy_LKCC
LKCCeasy_047,93.60190099,206.46,195.15,152.4590874,0.002,0.0138,0.0823,0.2837,151690,0.000511541,52.01262374,3,1,871,16,0.48,68.01190123,31138.9,136.283,Easy_LKCC
LKCCeasy_048,88.78369192,194.68,199.13,145.3784265,0.002,0.0137,0.0802,0.2814,156420,0.000589796,55.22637617,2,0,3362,6,0.57,83.19797318,18048.1,100.273,Easy_LKCC
LKCCeasy_049,98.70920401,202.5,202.58,159.732712,0.0019,0.014,0.0818,0.291,154842,0.00050862,57.89347715,4,0,184.6666667,8,0.61,79.16845579,17775.6,147.455,Easy_LKCC
LKCCeasy_050,92.79968406,209.18,184.51,148.4393231,0.002,0.0139,0.0851,0.2885,149705,0.000515239,57.13384922,1,0,0,29,0.36,117.5526998,20081.6,136.758,Easy_LKCC
LKCCeasy_051,98.41413151,178.8,198.19,159.2365628,0.0018,0.0141,0.0819,0.295,156414,0.000322751,46.99867862,4,0,94,8,0.51,81.73202563,19145.2,109.091,Easy_LKCC
LKCCeasy_052,93.87719219,207.46,186.3,152.6996246,0.0019,0.0137,0.0816,0.2894,150842,0.000530411,53.70954713,1,0,0,20,0.53,141.6462733,19128.3,111.323,Easy_LKCC
LKCCeasy_053,102.096148,214.84,202.49,165.9074253,0.002,0.0141,0.084,0.2955,152880,0.000382542,53.20381493,3,1,276.3333333,0,0.65,95.04625487,17943.7,102.465,Easy_LKCC
LKCCeasy_054,99.3479725,190.7,209.01,163.053275,0.0017,0.0137,0.0822,0.2907,159201,0.000391998,46.5326687,3,1,394.3333333,9,0.57,89.14349658,19093,100,Easy_LKCC
LKCCeasy_055,86.41056682,196.66,179.03,138.1105472,0.0022,0.0141,0.0844,0.2796,145875,0.000669946,64.5775899,2,0,2312,14,0.38,82.11435249,22005.5,117.222,Easy_LKCC
LKCCeasy_056,90.69462037,195.61,177.68,147.0396905,0.002,0.0138,0.084,0.2854,151312,0.000442628,50.64023363,3,1,361,16,0.51,72.27545195,17747.6,113.162,Easy_LKCC
LKCCeasy_057,94.20308374,189.48,198.79,149.6379567,0.0018,0.0137,0.0861,0.293,155610,0.000555938,55.00988747,2,0,2112.5,15,0.41,82.48987507,18483.3,104.04,Easy_LKCC
LKCCeasy_058,97.95343843,185.98,192.87,159.8388178,0.0019,0.0141,0.0817,0.2882,153252,0.000314946,46.55626108,3,1,196.3333333,0,0.73,99.80656635,19894.5,104.253,Easy_LKCC
LKCCeasy_059,98.98425121,196.79,184.5,163.8326999,0.0021,0.014,0.0801,0.291,149380,0.000424163,52.00090664,4,0,506.25,1,0.74,81.24603831,22959.1,102.404,Easy_LKCC
LKCCeasy_060,97.8148397,207.94,203.42,157.0297219,0.002,0.0141,0.0837,0.2903,152091,0.000437891,51.12223623,3,1,1108.333333,2,0.64,80.14538324,18913.8,104.687,Easy_LKCC
LKCCeasy_061,101.9422543,192.1,200.97,165.4844481,0.0021,0.0141,0.0822,0.2937,157608,0.000508022,55.92599076,4,0,414.3333333,10,0.48,68.24448327,24718.9,100.889,Easy_LKCC
LKCCeasy_062,95.84451358,199.49,215.48,152.4855923,0.002,0.014,0.0837,0.2878,156016,0.000522309,56.6790583,3,1,966.3333333,6,0.52,71.54055104,19560.6,104.768,Easy_LKCC
LKCCeasy_063,94.09091937,216.97,201.23,153.0767964,0.002,0.0136,0.083,0.2861,157608,0.000429604,56.44248944,6,4,22.66666667,6,0.52,53.53599353,24859.8,109.879,Easy_LKCC
LKCCeasy_064,92.48544795,212.28,198.23,150.8222384,0.0021,0.014,0.0822,0.2867,158403,0.000464182,53.95001548,1,0,0,4,0.68,147.5220911,18950.6,100.576,Easy_LKCC
LKCCeasy_065,97.60235513,220.63,193.55,159.9453003,0.0019,0.0136,0.0817,0.2868,154050,0.000493711,54.14349491,3,1,336,16,0.37,81.20125914,23242.8,109.111,Easy_LKCC
LKCCeasy_066,93.06201448,202.36,195.57,149.4540001,0.0019,0.0137,0.0849,0.287,155630,0.000381508,50.82452079,2,0,480.5,7,0.6,112.0534685,22691.5,102.384,Easy_LKCC
LKCCeasy_067,86.84693328,202.67,207.23,141.3654324,0.0018,0.0134,0.0828,0.2843,154050,0.000718856,57.95208639,2,0,2964.5,9,0.45,79.11711728,26942.9,114.485,Easy_LKCC
LKCCeasy_068,96.19350976,185.32,168.8,151.0186416,0.0022,0.0147,0.0871,0.2898,156418,0.000463881,59.61302891,2,0,2244.5,13,0.38,85.75333111,24908.8,106.869,Easy_LKCC
LKCCeasy_069,96.03820719,214.51,195.55,155.4856508,0.0021,0.0143,0.0826,0.2895,153663,0.000450736,55.31080353,3,1,796.3333333,8,0.51,81.39496401,26180.7,100.677,Easy_LKCC
LKCCeasy_070,100.4958867,173.53,216.58,159.7019133,0.0021,0.0143,0.0866,0.2985,155235,0.00066967,73.67456229,1,0,0,26,0.22,143.8441886,32416.7,103.182,Easy_LKCC
LKCCeasy_071,90.90117315,196.26,201.12,147.5194637,0.0019,0.0135,0.0831,0.2873,154050,0.000502021,50.07032379,1,0,0,0,0.57,147.5194637,18106.5,106.333,Easy_LKCC
LKCCeasy_072,100.260348,211.3,192.09,163.9820682,0.0019,0.014,0.0808,0.2925,151320,0.000385411,50.05051913,2,0,2520.5,1,0.65,114.167372,22273.8,134.919,Easy_LKCC
LKCCeasy_073,100.042923,202.77,203.42,163.0717241,0.0022,0.0143,0.0822,0.2904,156815,0.000604065,61.88796117,3,1,39,22,0.46,95.38652776,26751.1,102,Easy_LKCC
LKCCeasy_074,98.76770456,204.59,219.55,160.0385465,0.0021,0.0138,0.0825,0.2918,156408,0.00042323,53.86505556,2,0,0,6,0.61,112.5369752,16280.8,104.162,Easy_LKCC
LKCCeasy_075,99.69385857,195.86,209.97,160.5628474,0.002,0.0142,0.0824,0.293,157608,0.000540169,60.39393622,4,0,212.9166667,9,0.47,70.55855552,29796.1,102.061,Easy_LKCC
LKCCeasy_076,92.96059904,212.07,183.4,152.7733304,0.002,0.0139,0.0809,0.2851,149370,0.000576874,56.63688813,2,0,2112.5,15,0.5,91.57322106,30326.7,102.707,Easy_LKCC
LKCCeasy_077,91.38141335,201.01,218.66,146.7999151,0.002,0.0137,0.0842,0.2875,152484,0.000469876,53.12576973,2,0,1300.5,9,0.59,104.5805527,21106.6,102.616,Easy_LKCC
LKCCeasy_078,96.75064161,186.05,177.78,155.8542008,0.0021,0.014,0.0823,0.2894,152856,0.00048338,53.42037481,3,1,91,4,0.57,91.39874675,12578.2,102,Easy_LKCC
LKCCeasy_079,97.27306053,197.74,198.49,157.9384186,0.002,0.0139,0.0833,0.2913,154044,0.000613063,63.16166156,3,1,1542.333333,5,0.54,71.72411157,22774.1,108.848,Easy_LKCC
LKCCeasy_080,96.28416587,201.46,195.27,157.5293812,0.0021,0.014,0.0822,0.2875,144624,0.000497494,51.44827979,1,0,0,22,0.56,141.4062821,18539.2,119.798,Easy_LKCC
LKCCeasy_081,100.8239791,199.75,194.53,164.9685912,0.0018,0.0137,0.081,0.2872,156414,0.000425228,52.39432137,2,0,0.5,15,0.64,136.478204,22794.5,104.364,Easy_LKCC
LKCCeasy_082,98.47545228,206.06,210.8,158.8449713,0.0019,0.0138,0.0822,0.2909,156815,0.000426629,49.10845256,2,0,1568,14,0.5,93.77042457,13397.4,106,Easy_LKCC
