Instances,Source,feature_n,feature_Mean,feature_Median,feature_Var,feature_Max,feature_Min,feature_Huge,feature_Large,feature_Medium,feature_Small,feature_Tiny,algo_FFD,algo_DJD
BPP_300_500_0.1_0.7_1,Delorme,300,0.404406667,0.402,0.028679181,0.698,0.1,0.323333333,0.303333333,0.146666667,0.226666667,0.006666667,1.678,3.678
BPP_300_500_0.1_0.7_2,Delorme,300,0.403273333,0.412,0.030803912,0.7,0.102,0.353333333,0.266666667,0.123333333,0.256666667,0,2.018,3.018
BPP_300_500_0.1_0.7_3,Delorme,300,0.395173333,0.391,0.030845503,0.7,0.102,0.316666667,0.27,0.153333333,0.26,0,1.448,3.448
BPP_300_500_0.1_0.7_4,Delorme,300,0.41516,0.429,0.030842254,0.7,0.102,0.366666667,0.263333333,0.143333333,0.226666667,0,2.452,3.452
BPP_300_500_0.1_0.7_5,Delorme,300,0.398773333,0.398,0.027138282,0.7,0.1,0.306666667,0.323333333,0.14,0.23,0.003333333,1.368,3.368
BPP_300_500_0.1_0.7_6,Delorme,300,0.384713333,0.383,0.028872358,0.698,0.1,0.276666667,0.296666667,0.156666667,0.27,0.006666667,1.586,1.586
BPP_300_500_0.1_0.7_7,Delorme,300,0.402293333,0.407,0.030264127,0.7,0.1,0.33,0.286666667,0.11,0.273333333,0.006666667,2.312,2.312
BPP_300_500_0.1_0.7_8,Delorme,300,0.412173333,0.423,0.028651463,0.698,0.102,0.36,0.293333333,0.133333333,0.213333333,0,1.348,2.348
BPP_300_500_0.1_0.7_9,Delorme,300,0.388053333,0.373,0.031867437,0.7,0.102,0.316666667,0.246666667,0.146666667,0.29,0,1.584,1.584
BPP_300_500_0.1_0.8_0,Delorme,300,0.471233333,0.478,0.041115186,0.8,0.102,0.46,0.213333333,0.15,0.176666667,0,1.63,2.63
BPP_300_500_0.1_0.8_1,Delorme,300,0.44106,0.428,0.04189297,0.796,0.1,0.403333333,0.256666667,0.096666667,0.243333333,0.003333333,1.682,1.682
BPP_300_500_0.1_0.8_2,Delorme,300,0.43682,0.43,0.042449474,0.8,0.1,0.403333333,0.21,0.146666667,0.24,0.003333333,1.954,1.954
BPP_300_500_0.1_0.8_3,Delorme,300,0.41656,0.398,0.041506726,0.8,0.1,0.37,0.236666667,0.126666667,0.266666667,0.003333333,1.032,1.032
BPP_300_500_0.1_0.8_4,Delorme,300,0.452833333,0.456,0.042621426,0.796,0.102,0.433333333,0.22,0.13,0.216666667,0,2.15,2.15
BPP_300_500_0.1_0.8_5,Delorme,300,0.465026667,0.481,0.038877986,0.796,0.1,0.46,0.256666667,0.09,0.193333333,0.003333333,2.492,2.492
BPP_300_500_0.1_0.8_6,Delorme,300,0.46364,0.465,0.040410324,0.8,0.1,0.443333333,0.25,0.123333333,0.183333333,0.006666667,1.908,2.908
BPP_300_500_0.1_0.8_7,Delorme,300,0.43456,0.436,0.043180593,0.796,0.1,0.39,0.236666667,0.116666667,0.256666667,0.006666667,2.632,2.632
BPP_300_500_0.1_0.8_8,Delorme,300,0.435193333,0.434,0.040491603,0.8,0.1,0.41,0.223333333,0.126666667,0.24,0.013333333,1.442,1.442
BPP_300_500_0.1_0.8_9,Delorme,300,0.447326667,0.464,0.040353187,0.798,0.1,0.446666667,0.22,0.12,0.213333333,0.01,1.802,2.802
BPP_300_500_0.2_0.7_0,Delorme,300,0.450353333,0.461,0.019332555,0.7,0.2,0.39,0.353333333,0.166666667,0.09,0,2.894,2.894
BPP_300_500_0.2_0.7_1,Delorme,300,0.447253333,0.446,0.020103016,0.7,0.206,0.376666667,0.34,0.203333333,0.08,0,3.824,3.824
BPP_300_500_0.2_0.7_2,Delorme,300,0.455813333,0.452,0.020429752,0.7,0.202,0.396666667,0.35,0.186666667,0.066666667,0,2.256,3.256
BPP_300_500_0.2_0.7_3,Delorme,300,0.440633333,0.436,0.020784199,0.696,0.2,0.39,0.336666667,0.146666667,0.126666667,0,3.81,2.81
BPP_300_500_0.2_0.7_4,Delorme,300,0.456633333,0.468,0.020423079,0.696,0.2,0.403333333,0.343333333,0.173333333,0.08,0,4.01,3.01
BPP_300_500_0.2_0.7_5,Delorme,300,0.45664,0.468,0.021546524,0.698,0.202,0.44,0.286666667,0.2,0.073333333,0,4.008,4.008
BPP_300_500_0.2_0.7_6,Delorme,300,0.458326667,0.454,0.02083788,0.7,0.2,0.42,0.336666667,0.163333333,0.08,0,2.502,4.502
BPP_300_500_0.2_0.7_7,Delorme,300,0.432086667,0.414,0.022392379,0.7,0.2,0.376666667,0.29,0.213333333,0.12,0,5.374,3.374
BPP_300_500_0.2_0.7_8,Delorme,300,0.465386667,0.476,0.022454477,0.7,0.2,0.453333333,0.3,0.143333333,0.103333333,0,5.384,3.384
BPP_300_500_0.2_0.7_9,Delorme,300,0.43016,0.419,0.021361574,0.7,0.202,0.333333333,0.353333333,0.176666667,0.136666667,0,3.952,3.952
BPP_300_500_0.2_0.8_0,Delorme,300,0.485146667,0.478,0.027218205,0.8,0.202,0.443333333,0.323333333,0.163333333,0.07,0,3.456,3.456
BPP_300_500_0.2_0.8_1,Delorme,300,0.495993333,0.504,0.03059228,0.8,0.2,0.503333333,0.253333333,0.15,0.093333333,0,4.202,4.202
BPP_300_500_0.2_0.8_2,Delorme,300,0.4897,0.494,0.030471283,0.8,0.202,0.483333333,0.26,0.15,0.106666667,0,6.09,6.09
BPP_300_500_0.2_0.8_3,Delorme,300,0.508493333,0.516,0.02928709,0.796,0.2,0.533333333,0.266666667,0.126666667,0.073333333,0,7.452,7.452
BPP_300_500_0.2_0.8_4,Delorme,300,0.512913333,0.524,0.030260806,0.8,0.202,0.536666667,0.246666667,0.14,0.076666667,0,9.126,9.126
BPP_300_500_0.2_0.8_5,Delorme,300,0.517766667,0.528,0.029323239,0.798,0.2,0.526666667,0.273333333,0.146666667,0.053333333,0,9.67,9.67
BPP_300_500_0.2_0.8_6,Delorme,300,0.493493333,0.488,0.030288437,0.8,0.2,0.463333333,0.296666667,0.153333333,0.086666667,0,2.952,2.952
BPP_300_500_0.2_0.8_7,Delorme,300,0.487506667,0.47,0.031504557,0.8,0.202,0.456666667,0.276666667,0.19,0.076666667,0,4.748,4.748
BPP_300_500_0.2_0.8_8,Delorme,300,0.501086667,0.498,0.029420939,0.8,0.2,0.496666667,0.296666667,0.12,0.086666667,0,4.674,4.674
BPP_300_500_0.2_0.8_9,Delorme,300,0.48742,0.479,0.03136501,0.8,0.202,0.453333333,0.3,0.146666667,0.1,0,3.774,4.774
BPP_300_50_0.1_0.7_0,Delorme,300,0.429466667,0.42,0.031065049,0.7,0.1,0.366666667,0.34,0.09,0.203333333,0.026666667,1.16,1.16
BPP_300_50_0.1_0.7_1,Delorme,300,0.391666667,0.4,0.030950556,0.7,0.1,0.293333333,0.34,0.093333333,0.273333333,0.046666667,1.5,0.5
BPP_300_50_0.1_0.7_2,Delorme,300,0.401933333,0.4,0.036466929,0.7,0.1,0.35,0.236666667,0.12,0.293333333,0.046666667,1.42,0.42
BPP_300_50_0.1_0.7_3,Delorme,300,0.400066667,0.4,0.032267996,0.7,0.1,0.333333333,0.273333333,0.113333333,0.28,0.03,0.98,0.98
BPP_300_50_0.1_0.7_4,Delorme,300,0.3914,0.4,0.03221004,0.7,0.1,0.31,0.3,0.11,0.28,0.043333333,1.58,0.58
BPP_300_50_0.1_0.7_5,Delorme,300,0.406466667,0.4,0.031175516,0.7,0.1,0.326666667,0.296666667,0.126666667,0.25,0.02,1.06,1.06
BPP_300_50_0.1_0.7_6,Delorme,300,0.409666667,0.4,0.033411889,0.7,0.1,0.34,0.31,0.1,0.25,0.016666667,2.1,1.1
BPP_300_50_0.1_0.7_7,Delorme,300,0.3858,0.38,0.030421027,0.7,0.1,0.296666667,0.286666667,0.136666667,0.28,0.033333333,1.26,1.26
BPP_300_50_0.1_0.7_8,Delorme,300,0.4196,0.42,0.02836784,0.7,0.1,0.346666667,0.33,0.14,0.183333333,0.02,2.12,2.12
BPP_300_50_0.1_0.7_9,Delorme,300,0.416333333,0.4,0.031395889,0.7,0.1,0.363333333,0.293333333,0.11,0.233333333,0.026666667,1.1,1.1
BPP_300_50_0.1_0.8_0,Delorme,300,0.455133333,0.46,0.042033649,0.8,0.1,0.423333333,0.26,0.093333333,0.223333333,0.023333333,1.46,1.46
BPP_300_50_0.1_0.8_1,Delorme,300,0.477533333,0.48,0.037893916,0.8,0.1,0.44,0.293333333,0.123333333,0.143333333,0.01,3.74,3.74
BPP_300_50_0.1_0.8_2,Delorme,300,0.437333333,0.42,0.037742222,0.8,0.1,0.38,0.3,0.11,0.21,0.023333333,0.8,0.8
BPP_300_50_0.1_0.8_3,Delorme,300,0.466,0.46,0.040478667,0.8,0.1,0.433333333,0.276666667,0.11,0.18,0.023333333,1.2,1.2
BPP_300_50_0.1_0.8_4,Delorme,300,0.464,0.46,0.041986667,0.8,0.1,0.42,0.286666667,0.11,0.183333333,0.04,1.8,1.8
BPP_300_50_0.1_0.8_5,Delorme,300,0.4342,0.43,0.042271693,0.8,0.1,0.376666667,0.263333333,0.123333333,0.236666667,0.033333333,1.74,0.74
BPP_300_50_0.1_0.8_6,Delorme,300,0.447533333,0.44,0.046512582,0.8,0.1,0.416666667,0.21,0.146666667,0.226666667,0.02,1.74,0.74
BPP_300_50_0.1_0.8_7,Delorme,300,0.4532,0.44,0.045615093,0.8,0.1,0.416666667,0.243333333,0.13,0.21,0.036666667,2.04,1.04
BPP_300_50_0.1_0.8_8,Delorme,300,0.4462,0.44,0.037976227,0.8,0.1,0.39,0.286666667,0.123333333,0.2,0.016666667,1.14,1.14
BPP_300_50_0.1_0.8_9,Delorme,300,0.458466667,0.46,0.044396316,0.8,0.1,0.426666667,0.256666667,0.106666667,0.21,0.026666667,1.46,1.46
BPP_300_50_0.2_0.7_0,Delorme,300,0.462533333,0.46,0.019772249,0.7,0.2,0.39,0.4,0.13,0.08,0,2.24,1.24
BPP_300_50_0.2_0.7_1,Delorme,300,0.457133333,0.46,0.022686449,0.7,0.2,0.41,0.323333333,0.143333333,0.123333333,0,2.86,0.86
BPP_300_50_0.2_0.7_2,Delorme,300,0.449866667,0.46,0.021579982,0.7,0.2,0.37,0.353333333,0.166666667,0.11,0,2.04,1.04
BPP_300_50_0.2_0.7_3,Delorme,300,0.449866667,0.46,0.022947982,0.7,0.2,0.413333333,0.3,0.146666667,0.14,0,4.04,2.04
BPP_300_50_0.2_0.7_4,Delorme,300,0.4434,0.44,0.024155107,0.7,0.2,0.366666667,0.333333333,0.16,0.14,0,1.98,0.98
BPP_300_50_0.2_0.7_5,Delorme,300,0.453466667,0.47,0.023959982,0.7,0.2,0.41,0.31,0.17,0.11,0,1.96,1.96
BPP_300_50_0.2_0.7_6,Delorme,300,0.460933333,0.46,0.022377796,0.7,0.2,0.43,0.323333333,0.146666667,0.1,0,1.72,0.72
BPP_300_50_0.2_0.7_7,Delorme,300,0.439133333,0.42,0.021741916,0.7,0.2,0.33,0.393333333,0.16,0.116666667,0,2.26,1.26
BPP_300_50_0.2_0.7_8,Delorme,300,0.448133333,0.44,0.024149849,0.7,0.2,0.39,0.316666667,0.176666667,0.116666667,0,2.56,1.56
BPP_300_50_0.2_0.7_9,Delorme,300,0.439533333,0.44,0.021123782,0.7,0.2,0.346666667,0.366666667,0.18,0.106666667,0,2.14,1.14
BPP_300_50_0.2_0.8_0,Delorme,300,0.502733333,0.5,0.033260529,0.8,0.2,0.486666667,0.29,0.11,0.113333333,0,5.18,5.18
BPP_300_50_0.2_0.8_1,Delorme,300,0.487733333,0.5,0.030846862,0.8,0.2,0.466666667,0.286666667,0.14,0.106666667,0,2.68,2.68
BPP_300_50_0.2_0.8_2,Delorme,300,0.510666667,0.54,0.031944889,0.8,0.2,0.53,0.253333333,0.113333333,0.103333333,0,12.8,12.8
BPP_300_50_0.2_0.8_3,Delorme,300,0.488066667,0.48,0.032952262,0.8,0.2,0.45,0.3,0.143333333,0.106666667,0,1.58,1.58
BPP_300_50_0.2_0.8_4,Delorme,300,0.490866667,0.47,0.031965916,0.8,0.2,0.453333333,0.3,0.166666667,0.08,0,2.74,2.74
BPP_300_50_0.2_0.8_5,Delorme,300,0.505533333,0.52,0.033605382,0.8,0.2,0.503333333,0.26,0.14,0.096666667,0,4.34,4.34
BPP_300_50_0.2_0.8_6,Delorme,300,0.5112,0.52,0.033309227,0.8,0.2,0.516666667,0.263333333,0.123333333,0.096666667,0,8.64,8.64
BPP_300_50_0.2_0.8_7,Delorme,300,0.491466667,0.48,0.031964516,0.8,0.2,0.44,0.336666667,0.123333333,0.1,0,4.56,4.56
BPP_300_50_0.2_0.8_8,Delorme,300,0.504466667,0.52,0.030682716,0.8,0.2,0.506666667,0.266666667,0.17,0.056666667,0,6.66,6.66
BPP_300_50_0.2_0.8_9,Delorme,300,0.499666667,0.5,0.034283889,0.8,0.2,0.483333333,0.273333333,0.133333333,0.11,0,2.1,2.1
BPP_300_750_0.1_0.7_0,Delorme,300,0.409702222,0.410666667,0.029819153,0.698666667,0.110666667,0.36,0.253333333,0.163333333,0.223333333,0,1.0893333,3.0893333
BPP_300_750_0.1_0.7_1,Delorme,300,0.388088889,0.384,0.031224134,0.698666667,0.101333333,0.316666667,0.26,0.126666667,0.296666667,0,2.5733333,3.5733333
BPP_300_750_0.1_0.7_2,Delorme,300,0.414048889,0.427333333,0.028562137,0.7,0.101333333,0.35,0.316666667,0.116666667,0.216666667,0,1.7853333,1.7853333
BPP_300_750_0.1_0.7_3,Delorme,300,0.397791111,0.401333333,0.027889254,0.688,0.1,0.33,0.273333333,0.153333333,0.243333333,0.003333333,1.6626667,2.6626667
BPP_300_750_0.1_0.7_4,Delorme,300,0.398426667,0.389333333,0.031483202,0.7,0.101333333,0.333333333,0.266666667,0.126666667,0.273333333,0,1.472,3.472
BPP_300_750_0.1_0.7_5,Delorme,300,0.410937778,0.423333333,0.02904939,0.7,0.105333333,0.363333333,0.263333333,0.156666667,0.216666667,0,1.7186667,2.7186667
BPP_300_750_0.1_0.7_6,Delorme,300,0.405133333,0.404666667,0.029478769,0.696,0.1,0.33,0.303333333,0.153333333,0.213333333,0.006666667,1.46,3.46
BPP_300_750_0.1_0.7_7,Delorme,300,0.405111111,0.399333333,0.030117734,0.7,0.101333333,0.326666667,0.306666667,0.143333333,0.223333333,0,1.4666667,2.4666667
BPP_300_750_0.1_0.7_8,Delorme,300,0.398737778,0.397333333,0.030469968,0.7,0.1,0.326666667,0.253333333,0.173333333,0.246666667,0.003333333,1.3786667,2.3786667
BPP_300_750_0.1_0.7_9,Delorme,300,0.405382222,0.408666667,0.030386765,0.7,0.1,0.376666667,0.22,0.136666667,0.266666667,0.003333333,1.3853333,2.3853333
BPP_300_750_0.1_0.8_0,Delorme,300,0.45524,0.448666667,0.040186545,0.8,0.102666667,0.423333333,0.226666667,0.166666667,0.183333333,0,1.428,1.428
BPP_300_750_0.1_0.8_1,Delorme,300,0.443208889,0.451333333,0.04286469,0.8,0.1,0.426666667,0.21,0.13,0.233333333,0.003333333,2.0373333,2.0373333
BPP_300_750_0.1_0.8_2,Delorme,300,0.45916,0.467333333,0.043342483,0.8,0.1,0.45,0.213333333,0.12,0.216666667,0.006666667,2.252,1.252
BPP_300_750_0.1_0.8_3,Delorme,300,0.438008889,0.437333333,0.043319034,0.8,0.101333333,0.403333333,0.236666667,0.093333333,0.266666667,0,1.5973333,1.5973333
BPP_300_750_0.1_0.8_4,Delorme,300,0.444964444,0.436,0.044533523,0.798666667,0.102666667,0.416666667,0.24,0.113333333,0.23,0,2.5106667,2.5106667
BPP_300_750_0.1_0.8_5,Delorme,300,0.448311111,0.438666667,0.04069793,0.798666667,0.101333333,0.406666667,0.28,0.106666667,0.206666667,0,1.5066667,2.5066667
BPP_300_750_0.1_0.8_6,Delorme,300,0.46512,0.48,0.043759421,0.8,0.101333333,0.47,0.213333333,0.093333333,0.223333333,0,4.464,4.464
BPP_300_750_0.1_0.8_7,Delorme,300,0.431946667,0.414666667,0.040879428,0.8,0.101333333,0.406666667,0.203333333,0.15,0.24,0,1.416,2.416
BPP_300_750_0.1_0.8_8,Delorme,300,0.447351111,0.454666667,0.044155857,0.797333333,0.1,0.433333333,0.22,0.11,0.236666667,0.01,1.7946667,1.7946667
BPP_300_750_0.1_0.8_9,Delorme,300,0.449484444,0.451333333,0.03941267,0.797333333,0.105333333,0.426666667,0.24,0.123333333,0.21,0,2.1546667,2.1546667
BPP_300_750_0.2_0.7_0,Delorme,300,0.455088889,0.464,0.019140983,0.7,0.201333333,0.403333333,0.356666667,0.153333333,0.086666667,0,3.4733333,3.4733333
BPP_300_750_0.2_0.7_1,Delorme,300,0.452675556,0.457333333,0.01952477,0.7,0.2,0.38,0.37,0.173333333,0.076666667,0,3.1973333,4.1973333
BPP_300_750_0.2_0.7_2,Delorme,300,0.459333333,0.469333333,0.02189168,0.7,0.2,0.44,0.303333333,0.143333333,0.113333333,0,3.2,3.2
BPP_300_750_0.2_0.7_3,Delorme,300,0.437426667,0.438666667,0.021080614,0.7,0.2,0.376666667,0.333333333,0.18,0.11,0,4.772,3.772
BPP_300_750_0.2_0.7_4,Delorme,300,0.462111111,0.468,0.020823448,0.698666667,0.2,0.443333333,0.303333333,0.163333333,0.09,0,3.3666667,3.3666667
BPP_300_750_0.2_0.7_5,Delorme,300,0.456355556,0.452,0.022025805,0.7,0.201333333,0.406666667,0.326666667,0.176666667,0.09,0,4.0933333,4.0933333
BPP_300_750_0.2_0.7_6,Delorme,300,0.453653333,0.45,0.021684887,0.7,0.206666667,0.39,0.356666667,0.143333333,0.11,0,2.904,2.904
BPP_300_750_0.2_0.7_7,Delorme,300,0.460644444,0.452,0.022160823,0.697333333,0.201333333,0.426666667,0.336666667,0.14,0.096666667,0,2.8066667,2.8066667
BPP_300_750_0.2_0.7_8,Delorme,300,0.443764444,0.433333333,0.021419387,0.7,0.201333333,0.383333333,0.323333333,0.203333333,0.09,0,2.8706667,3.8706667
BPP_300_750_0.2_0.7_9,Delorme,300,0.461302222,0.473333333,0.019505996,0.698666667,0.2,0.436666667,0.343333333,0.133333333,0.086666667,0,2.6093333,2.6093333
BPP_300_750_0.2_0.8_0,Delorme,300,0.505773333,0.514666667,0.030523012,0.798666667,0.204,0.526666667,0.24,0.146666667,0.086666667,0,8.268,8.268
BPP_300_750_0.2_0.8_1,Delorme,300,0.490417778,0.498,0.030466071,0.798666667,0.2,0.5,0.263333333,0.136666667,0.1,0,2.8746667,2.8746667
BPP_300_750_0.2_0.8_2,Delorme,300,0.514662222,0.514666667,0.031114198,0.8,0.201333333,0.52,0.276666667,0.123333333,0.08,0,9.6013333,9.6013333
BPP_300_750_0.2_0.8_3,Delorme,300,0.492657778,0.503333333,0.029008918,0.796,0.202666667,0.506666667,0.283333333,0.116666667,0.093333333,0,5.2026667,5.2026667
BPP_300_750_0.2_0.8_4,Delorme,300,0.514666667,0.518,0.028915698,0.798666667,0.2,0.523333333,0.3,0.11,0.066666667,0,8.6,8.6
BPP_300_750_0.2_0.8_5,Delorme,300,0.494666667,0.505333333,0.027470258,0.798666667,0.201333333,0.523333333,0.246666667,0.156666667,0.073333333,0,8.6,8.6
BPP_300_750_0.2_0.8_6,Delorme,300,0.50164,0.509333333,0.029000919,0.8,0.2,0.506666667,0.286666667,0.12,0.086666667,0,4.508,4.508
BPP_300_750_0.2_0.8_7,Delorme,300,0.491604444,0.498,0.029455861,0.8,0.2,0.496666667,0.24,0.19,0.073333333,0,4.5186667,4.5186667
BPP_300_750_0.2_0.8_8,Delorme,300,0.49344,0.477333333,0.028859734,0.792,0.202666667,0.466666667,0.33,0.116666667,0.086666667,0,4.968,4.968
BPP_300_750_0.2_0.8_9,Delorme,300,0.514773333,0.530666667,0.031653132,0.8,0.202666667,0.536666667,0.246666667,0.143333333,0.073333333,0,10.568,10.568
BPP_300_75_0.1_0.7_0,Delorme,300,0.382222222,0.36,0.035477728,0.693333333,0.093333333,0.336666667,0.203333333,0.143333333,0.316666667,0.043333333,1.3333333,0.3333333
BPP_300_75_0.1_0.7_1,Delorme,300,0.375377778,0.366666667,0.032381005,0.693333333,0.093333333,0.3,0.25,0.143333333,0.306666667,0.026666667,1.3866667,1.3866667
BPP_300_75_0.1_0.7_2,Delorme,300,0.402666667,0.4,0.027855407,0.693333333,0.093333333,0.326666667,0.31,0.146666667,0.216666667,0.016666667,1.2,1.2
BPP_300_75_0.1_0.7_3,Delorme,300,0.396044444,0.386666667,0.027859317,0.693333333,0.093333333,0.28,0.35,0.163333333,0.206666667,0.016666667,1.1866667,1.1866667
BPP_300_75_0.1_0.7_4,Delorme,300,0.379955556,0.36,0.031956739,0.693333333,0.093333333,0.306666667,0.236666667,0.156666667,0.3,0.02,1.0133333,1.0133333
BPP_300_75_0.1_0.7_5,Delorme,300,0.384711111,0.386666667,0.031370398,0.693333333,0.093333333,0.306666667,0.273333333,0.143333333,0.276666667,0.04,0.5866667,0.5866667
BPP_300_75_0.1_0.7_6,Delorme,300,0.388311111,0.373333333,0.029138037,0.693333333,0.093333333,0.316666667,0.26,0.176666667,0.246666667,0.016666667,1.5066667,0.5066667
BPP_300_75_0.1_0.7_7,Delorme,300,0.3544,0.326666667,0.030097233,0.693333333,0.093333333,0.253333333,0.216666667,0.19,0.34,0.03,1.68,0.68
BPP_300_75_0.1_0.7_8,Delorme,300,0.4088,0.413333333,0.031817079,0.693333333,0.093333333,0.37,0.246666667,0.143333333,0.24,0.013333333,1.36,0.36
BPP_300_75_0.1_0.7_9,Delorme,300,0.379111111,0.373333333,0.032217877,0.693333333,0.093333333,0.3,0.263333333,0.146666667,0.29,0.03,1.2666667,1.2666667
BPP_300_75_0.1_0.8_0,Delorme,300,0.444355556,0.453333333,0.042876437,0.8,0.093333333,0.443333333,0.19,0.143333333,0.223333333,0.023333333,1.6933333,1.6933333
BPP_300_75_0.1_0.8_1,Delorme,300,0.451288889,0.44,0.04011908,0.8,0.093333333,0.43,0.243333333,0.136666667,0.19,0.02,1.6133333,1.6133333
BPP_300_75_0.1_0.8_2,Delorme,300,0.467911111,0.48,0.042622451,0.8,0.093333333,0.473333333,0.236666667,0.1,0.19,0.01,4.6266667,4.6266667
BPP_300_75_0.1_0.8_3,Delorme,300,0.438088889,0.44,0.043553681,0.8,0.093333333,0.416666667,0.236666667,0.096666667,0.25,0.023333333,1.5733333,0.5733333
BPP_300_75_0.1_0.8_4,Delorme,300,0.467511111,0.466666667,0.04377825,0.8,0.093333333,0.46,0.226666667,0.13,0.183333333,0.01,1.7466667,1.7466667
BPP_300_75_0.1_0.8_5,Delorme,300,0.442,0.433333333,0.040308296,0.8,0.093333333,0.423333333,0.233333333,0.143333333,0.2,0.023333333,1.4,1.4
BPP_300_75_0.1_0.8_6,Delorme,300,0.424844444,0.413333333,0.040035198,0.8,0.093333333,0.353333333,0.276666667,0.126666667,0.243333333,0.013333333,1.5466667,0.5466667
BPP_300_75_0.1_0.8_7,Delorme,300,0.4616,0.473333333,0.042530773,0.8,0.093333333,0.466666667,0.23,0.093333333,0.21,0.023333333,1.52,2.52
BPP_300_75_0.1_0.8_8,Delorme,300,0.454888889,0.466666667,0.043237284,0.8,0.093333333,0.47,0.196666667,0.136666667,0.196666667,0.013333333,4.5333333,4.5333333
BPP_300_75_0.1_0.8_9,Delorme,300,0.435288889,0.44,0.042081509,0.8,0.093333333,0.39,0.223333333,0.156666667,0.23,0.023333333,1.4133333,0.4133333
BPP_300_75_0.2_0.7_0,Delorme,300,0.440266667,0.44,0.021608225,0.693333333,0.2,0.386666667,0.303333333,0.2,0.11,0,2.92,1.92
BPP_300_75_0.2_0.7_1,Delorme,300,0.444311111,0.44,0.02281697,0.693333333,0.2,0.38,0.316666667,0.193333333,0.11,0,2.7066667,1.7066667
BPP_300_75_0.2_0.7_2,Delorme,300,0.435333333,0.44,0.020967259,0.693333333,0.2,0.343333333,0.346666667,0.183333333,0.126666667,0,3.4,2.4
BPP_300_75_0.2_0.7_3,Delorme,300,0.446355556,0.44,0.022059162,0.693333333,0.2,0.396666667,0.316666667,0.163333333,0.123333333,0,3.0933333,1.0933333
BPP_300_75_0.2_0.7_4,Delorme,300,0.435377778,0.426666667,0.021828709,0.693333333,0.2,0.343333333,0.36,0.163333333,0.133333333,0,1.3866667,1.3866667
BPP_300_75_0.2_0.7_5,Delorme,300,0.444,0.44,0.019901037,0.693333333,0.2,0.376666667,0.343333333,0.19,0.09,0,2.8,1.8
BPP_300_75_0.2_0.7_6,Delorme,300,0.456311111,0.466666667,0.021301355,0.693333333,0.2,0.426666667,0.303333333,0.173333333,0.096666667,0,4.1066667,3.1066667
BPP_300_75_0.2_0.7_7,Delorme,300,0.449422222,0.453333333,0.021357148,0.693333333,0.2,0.396666667,0.32,0.19,0.093333333,0,3.1733333,2.1733333
BPP_300_75_0.2_0.7_8,Delorme,300,0.4512,0.466666667,0.022694116,0.693333333,0.2,0.43,0.266666667,0.19,0.113333333,0,3.64,2.64
BPP_300_75_0.2_0.7_9,Delorme,300,0.446577778,0.446666667,0.021278214,0.693333333,0.2,0.39,0.323333333,0.18,0.106666667,0,3.0266667,2.0266667
BPP_300_75_0.2_0.8_0,Delorme,300,0.496977778,0.493333333,0.029766866,0.8,0.2,0.473333333,0.316666667,0.12,0.09,0,4.9066667,4.9066667
BPP_300_75_0.2_0.8_1,Delorme,300,0.509644444,0.506666667,0.030306392,0.8,0.2,0.516666667,0.276666667,0.126666667,0.08,0,6.1066667,6.1066667
BPP_300_75_0.2_0.8_2,Delorme,300,0.505733333,0.506666667,0.030955573,0.8,0.2,0.51,0.263333333,0.153333333,0.073333333,0,6.28,6.28
BPP_300_75_0.2_0.8_3,Delorme,300,0.507511111,0.52,0.030608472,0.8,0.2,0.53,0.256666667,0.136666667,0.076666667,0,6.7466667,6.7466667
BPP_300_75_0.2_0.8_4,Delorme,300,0.499288889,0.493333333,0.031618457,0.8,0.2,0.496666667,0.266666667,0.146666667,0.09,0,3.2133333,3.2133333
BPP_300_75_0.2_0.8_5,Delorme,300,0.503822222,0.52,0.031876946,0.8,0.2,0.53,0.22,0.153333333,0.096666667,0,10.8533333,10.8533333
BPP_300_75_0.2_0.8_6,Delorme,300,0.500977778,0.506666667,0.032204674,0.8,0.2,0.51,0.253333333,0.146666667,0.09,0,4.7066667,4.7066667
BPP_300_75_0.2_0.8_7,Delorme,300,0.480311111,0.466666667,0.031537088,0.8,0.2,0.446666667,0.26,0.19,0.103333333,0,1.9066667,1.9066667
BPP_300_75_0.2_0.8_8,Delorme,300,0.504088889,0.506666667,0.031008466,0.8,0.2,0.52,0.236666667,0.17,0.073333333,0,7.7733333,7.7733333
BPP_300_75_0.2_0.8_9,Delorme,300,0.508622222,0.506666667,0.030717361,0.8,0.2,0.526666667,0.25,0.163333333,0.06,0,5.4133333,5.4133333
BPP_400_1000_0.1_0.7_0,Delorme,400,0.4085675,0.42,0.03005833,0.699,0.1,0.34,0.3,0.1275,0.2325,0.0025,1.573,3.573
BPP_400_1000_0.1_0.7_1,Delorme,400,0.4019875,0.416,0.029701452,0.7,0.1,0.3175,0.3175,0.1125,0.2525,0.005,2.205,4.205
BPP_400_1000_0.1_0.7_2,Delorme,400,0.3862325,0.3725,0.030833788,0.699,0.1,0.295,0.2825,0.1525,0.27,0.0025,1.507,4.507
BPP_400_1000_0.1_0.7_3,Delorme,400,0.41316,0.4185,0.030604994,0.7,0.102,0.385,0.26,0.1275,0.2275,0,1.736,2.736
BPP_400_1000_0.1_0.7_4,Delorme,400,0.4114025,0.4185,0.027916695,0.699,0.103,0.355,0.3075,0.1175,0.22,0,1.439,2.439
BPP_400_1000_0.1_0.7_5,Delorme,400,0.398555,0.396,0.028927542,0.698,0.1,0.3325,0.28,0.13,0.2575,0.0025,2.578,2.578
